己丑庚午戊辰戊午|土土金火土土土火
己丑丁丑癸未癸丑|土土火土水土水土
丁酉壬寅庚申丁丑|火金水木金金火土
辛酉庚寅己酉壬申|金金金木土金水金
甲子庚午癸酉壬子|木水金火水金水水
己卯庚午己丑丙寅|土木金火土土火木
癸未乙丑丙戌乙未|水土木土火土木土
丙戌癸巳乙巳乙酉|火土水火木火木金
甲寅癸酉癸丑丁巳|木木水金水土火火
丙午丁酉己未辛未|火火火金土土金土
甲午己巳癸酉丙辰|木火土火水金火土
丙午癸巳戊辰癸亥|火火水火土土水水
甲子丙寅丁丑癸卯|木水火木火土水木
壬午丁未丙午乙未|水火火土火火木土
庚戌戊子乙未庚辰|金土土水木土金土
乙卯乙酉丁卯丙午|木木木金火木火火
丁巳甲辰丙申癸巳|火火木土火金水火
庚申乙酉庚子庚辰|金金木金金水金土
丙戌丙申戊辰乙卯|火土火金土土木木
壬午丁未丙寅庚寅|水火火土火木金木
丁酉丙午己未壬申|火金火火土土水金
丁酉壬寅乙酉甲申|火金水木木金木金
丁未己酉辛未甲午|火土土金金土木火
壬申庚戌甲戌辛未|水金金土木土金土
癸卯癸亥丙子己丑|水木水水火水土土
辛巳丙申辛丑辛卯|金火火金金土金木
辛卯乙未丙戌壬辰|金木木土火土水土
壬申己酉壬午辛亥|水金土金水火金水
己丑丁丑乙丑辛巳|土土火土木土金火
戊子丙辰乙未乙酉|土水火土木土木金
乙丑癸未乙巳壬午|木土水土木火水火
辛卯辛丑辛巳己亥|金木金土金火土水
丙辰壬辰丁亥辛亥|火土水土火水金水
丁卯乙巳辛卯己丑|火木木火金木土土
庚子甲申己巳甲子|金水木金土火木水
己酉丁丑己丑乙亥|土金火土土土木水
乙亥癸未辛亥己丑|木水水土金水土土
癸亥丙辰庚子戊寅|水水火土金水土木
癸丑壬戌戊寅戊午|水土水土土木土火
丁亥甲辰庚申庚辰|火水木土金金金土
戊子戊午丙子戊子|土水土火火水土水
甲午丁卯甲申癸酉|木火火木木金水金
己卯丁丑庚寅丁亥|土木火土金木火水
己巳乙亥乙亥丙戌|土火木水木水火土
戊子甲子乙未丙子|土水木水木土火水
辛丑己亥辛丑庚寅|金土土水金土金木
癸卯辛酉己丑庚午|水木金金土土金火
戊戌戊午壬戌戊申|土土土火水土土金
戊辰丙辰庚辰戊寅|土土火土金土土木
甲辰壬申庚戌丙子|木土水金金土火水
癸卯庚申癸卯癸亥|水木金金水木水水
甲午甲戌乙丑丁亥|木火木土木土火水
辛卯甲午壬寅庚子|金木木火水木金水
丁未癸丑甲午戊辰|火土水土木火土土
丁巳甲辰癸亥庚申|火火木土水水金金
丙寅乙未丁卯庚子|火木木土火木金水
戊寅丁巳丙子戊子|土木火火火水土水
辛未壬辰乙巳乙酉|金土水土木火木金
癸未戊午戊戌辛酉|水土土火土土金金
丙申乙未壬辰戊申|火金木土水土土金
己未丙子辛巳乙未|土土火水金火木土
丁巳丙午乙未丁丑|火火火火木土火土
丁酉壬寅癸亥癸丑|火金水木水水水土
壬子辛亥己酉辛未|水水金水土金金土
己巳丙子丁丑甲辰|土火火水火土木土
乙丑癸未壬午庚子|木土水土水火金水
己丑庚午丁酉庚子|土土金火火金金水
壬午癸卯辛卯己丑|水火水木金木土土
丙子庚子丁亥壬寅|火水金水火水水木
丁未壬子丁卯辛亥|火土水水火木金水
甲子丙寅辛未己丑|木水火木金土土土
丙子癸巳己丑己巳|火水水火土土土火
庚子甲申壬寅辛丑|金水木金水木金土
丙子癸巳丁巳己酉|火水水火火火土金
癸亥乙丑壬子庚子|水水木土水水金水
辛酉己亥壬寅丙午|金金土水水木火火
甲申甲戌壬子戊申|木金木土水水土金
甲申戊辰丁丑丁未|木金土土火土火土
己未丙子辛丑辛卯|土土火水金土金木
庚辰庚辰丙申己丑|金土金土火金土土
乙卯己丑己亥壬申|木木土土土水水金
己丑丙寅辛丑戊戌|土土火木金土土土
庚戌丁亥己未辛未|金土火水土土金土
丙寅戊戌壬寅丙午|火木土土水木火火
辛亥癸巳辛亥己丑|金水水火金水土土
壬子庚戌壬戌庚戌|水水金土水土金土
癸卯丁巳癸巳己未|水木火火水火土土
丙戌庚寅丁巳己酉|火土金木火火土金
壬辰丁未己丑辛未|水土火土土土金土
戊辰甲寅乙丑丙戌|土土木木木土火土
壬寅壬子己巳辛未|水木水水土火金土
己丑甲戌乙未甲申|土土木土木土木金
丁酉乙巳丙申丙申|火金木火火金火金
丁酉丙午壬午辛亥|火金火火水火金水
癸亥庚申丙午丁酉|水水金金火火火金
丁丑戊申辛未丁酉|火土土金金土火金
庚辰己丑丁卯戊申|金土土土火木土金
甲辰丁卯甲戌丁卯|木土火木木土火木
甲辰丁卯丙戌辛卯|木土火木火土金木
庚申辛巳丁亥戊申|金金金火火水土金
丙寅甲午辛丑己亥|火木木火金土土水
戊子壬戌癸卯丁巳|土水水土水木火火
己酉戊辰丙午戊子|土金土土火火土水
戊子己未癸酉丁巳|土水土土水金火火
辛酉乙未戊申丁巳|金金木土土金火火
己亥乙亥戊申丙辰|土水木水土金火土
己丑丙寅甲午癸酉|土土火木木火水金
乙丑庚辰壬寅庚子|木土金土水木金水
丁丑壬子壬午庚戌|火土水水水火金土
乙未己卯乙酉乙酉|木土土木木金木金
辛卯甲午壬子戊申|金木木火水水土金
壬寅癸卯甲寅乙丑|水木水木木木木土
戊戌戊午乙酉丁亥|土土土火木金火水
辛酉辛卯辛卯戊子|金金金木金木土水
丙寅乙未辛丑壬辰|火木木土金土水土
壬辰丙午甲辰乙丑|水土火火木土木土
戊辰戊午丁酉庚戌|土土土火火金金土
丁丑甲辰己亥壬申|火土木土土水水金
壬辰壬寅乙巳丁亥|水土水木木火火水
癸卯戊午戊辰庚申|水木土火土土金金
丙寅癸巳丁酉辛亥|火木水火火金金水
庚子戊子庚戌庚辰|金水土水金土金土
甲子丁卯癸亥癸丑|木水火木水水水土
甲戌辛未甲午乙亥|木土金土木火木水
甲戌庚午壬子庚戌|木土金火水水金土
辛巳乙未癸亥壬子|金火木土水水水水
戊辰甲寅丁巳庚戌|土土木木火火金土
庚辰己丑丁巳己酉|金土土土火火土金
丁未丁未戊子戊午|火土火土土水土火
庚子乙酉壬辰甲辰|金水木金水土木土
辛卯乙未丁丑庚戌|金木木土火土金土
乙未甲申庚午丁亥|木土木金金火火水
己巳癸酉辛酉壬辰|土火水金金金水土
己酉庚午庚戌丁亥|土金金火金土火水
己酉甲戌己丑乙亥|土金木土土土木水
癸巳壬戌丁卯甲辰|水火水土火木木土
庚子丁亥壬戌辛丑|金水火水水土金土
辛卯庚寅癸丑丙辰|金木金木水土火土
乙亥庚辰戊午丁巳|木水金土土火火火
己酉己巳癸卯庚申|土金土火水木金金
甲寅丁丑己卯甲子|木木火土土木木水
丁卯丙午戊戌壬戌|火木火火土土水土
丁丑乙巳丁丑乙巳|火土木火火土木火
癸亥乙丑己巳己巳|水水木土土火土火
癸卯丙辰乙巳丁丑|水木火土木火火土
壬戌丙午庚子壬午|水土火火金水水火
壬午丙午戊辰甲寅|水火火火土土木木
乙丑庚辰戊戌乙卯|木土金土土土木木
癸丑乙卯壬戌戊申|水土木木水土土金
辛亥丙申丙子庚寅|金水火金火水金木
辛未甲午丙辰丙申|金土木火火土火金
戊申庚申丙申辛卯|土金金金火金金木
丁未丁未己巳己巳|火土火土土火土火
戊午乙丑丙子己丑|土火木土火水土土
己未庚午辛亥乙未|土土金火金水木土
乙巳己丑丁亥丁未|木火土土火水火土
丁丑癸卯己酉庚午|火土水木土金金火
壬寅丁未壬寅丁未|水木火土水木火土
己丑丁卯己卯甲子|土土火木土木木水
辛酉丁酉庚戌丁亥|金金火金金土火水
丁丑壬寅甲子丙寅|火土水木木水火木
辛卯丙申戊午癸亥|金木火金土火水水
甲寅戊辰庚寅丁丑|木木土土金木火土
壬辰壬寅乙巳己卯|水土水木木火土木
癸巳乙卯庚申辛巳|水火木木金金金火
己未甲戌壬辰辛亥|土土木土水土金水
戊子丁巳丁未乙巳|土水火火火土木火
甲午乙亥庚子乙酉|木火木水金水木金
戊寅辛酉壬戌辛丑|土木金金水土金土
庚子丙戌辛巳戊子|金水火土金火土水
戊子庚申甲戌己巳|土水金金木土土火
丙午乙未己巳戊辰|火火木土土火土土
丙寅辛丑壬申癸卯|火木金土水金水木
壬辰甲辰丙午辛卯|水土木土火火金木
丁未壬寅庚戌庚辰|火土水木金土金土
辛丑丙申庚午辛巳|金土火金金火金火
己卯乙亥癸丑庚申|土木木水水土金金
庚戌己卯癸亥庚申|金土土木水水金金
壬戌癸丑辛未辛卯|水土水土金土金木
庚辰癸未乙丑丙子|金土水土木土火水
丙申庚子丁卯己酉|火金金水火木土金
辛丑壬辰丙寅戊戌|金土水土火木土土
丙戌壬辰丁亥戊申|火土水土火水土金
辛丑辛卯甲午癸酉|金土金木木火水金
癸亥丙辰癸巳丙辰|水水火土水火火土
壬子癸丑乙卯壬午|水水水土木木水火
乙巳癸未丙子庚寅|木火水土火水金木
壬午癸卯辛丑丙申|水火水木金土火金
辛丑戊戌己亥辛未|金土土土土水金土
癸巳丙辰庚戌癸未|水火火土金土水土
壬午庚戌戊寅癸丑|水火金土土木水土
壬午甲辰庚申癸未|水火木土金金水土
乙亥丁亥己未丁卯|木水火水土土火木
癸卯庚申甲子己巳|水木金金木水土火
乙未庚辰辛丑庚寅|木土金土金土金木
甲子丁丑壬辰癸卯|木水火土水土水木
辛亥乙未壬辰甲辰|金水木土水土木土
壬午丁未壬戌壬寅|水火火土水土水木
辛丑丙申庚寅丙子|金土火金金木火水
庚午己丑己卯辛未|金火土土土木金土
癸亥戊午乙酉庚辰|水水土火木金金土
丙戌甲午乙未乙酉|火土木火木土木金
甲辰辛未庚子乙酉|木土金土金水木金
己未丁丑壬申丙午|土土火土水金火火
丙戌庚子甲戌癸酉|火土金水木土水金
戊申壬戌癸酉丁巳|土金水土水金火火
丙辰乙未辛酉癸巳|火土木土金金水火
丙寅戊戌庚子癸未|火木土土金水水土
癸未丁巳庚辰壬午|水土火火金土水火
辛巳丁酉丁丑辛丑|金火火金火土金土
壬申乙巳甲申庚午|水金木火木金金火
己卯庚午丙戌戊戌|土木金火火土土土
戊午辛酉戊申庚申|土火金金土金金金
甲寅乙亥丙子己亥|木木木水火水土水
戊午乙丑戊戌戊午|土火木土土土土火
甲戌壬申丁丑戊申|木土水金火土土金
乙亥癸未戊子己未|木水水土土水土土
丙辰辛丑壬午丁未|火土金土水火火土
乙亥乙酉丁巳戊申|木水木金火火土金
甲寅丁卯壬子辛丑|木木火木水水金土
壬申己酉癸丑乙卯|水金土金水土木木
庚申乙酉丙午戊子|金金木金火火土水
丁巳癸丑丁巳庚戌|火火水土火火金土
甲辰丙子戊子己未|木土火水土水土土
辛丑己亥辛酉戊戌|金土土水金金土土
戊寅丙辰壬子辛亥|土木火土水水金水
庚寅戊子丙辰丙申|金木土水火土火金
甲寅戊辰壬辰癸卯|木木土土水土水木
庚寅乙酉戊午丙辰|金木木金土火火土
乙亥庚辰丁卯癸卯|木水金土火木水木
壬子壬寅癸巳戊午|水水水木水火土火
乙卯辛巳戊寅壬子|木木金火土木水水
庚戌乙酉戊午甲寅|金土木金土火木木
辛卯辛卯丙子丙申|金木金木火水火金
戊申乙卯戊戌壬戌|土金木木土土水土
丁亥辛亥乙卯辛巳|火水金水木木金火
辛亥丙申丁酉癸卯|金水火金火金水木
庚子甲申庚午戊寅|金水木金金火土木
乙丑戊寅乙丑甲申|木土土木木土木金
甲辰丙寅甲戌甲子|木土火木木土木水
甲寅丁丑戊子丙辰|木木火土土水火土
辛丑丁酉丙辰戊子|金土火金火土土水
甲寅丁卯癸酉癸丑|木木火木水金水土
甲子壬申乙亥丁丑|木水水金木水火土
己丑甲戌壬辰壬寅|土土木土水土水木
甲辰庚午丙辰己丑|木土金火火土土土
己巳壬申壬戌辛亥|土火水金水土金水
乙丑癸未甲戌丁卯|木土水土木土火木
甲子壬申戊寅己未|木水水金土木土土
己亥戊辰戊午乙卯|土水土土土火木木
丙辰壬辰戊戌丁巳|火土水土土土火火
庚子戊寅庚戌庚辰|金水土木金土金土
己未庚午壬寅癸卯|土土金火水木水木
壬辰丙午丙申甲午|水土火火火金木火
甲午己巳丁未辛丑|木火土火火土金土
庚辰癸未丙辰戊戌|金土水土火土土土
壬辰辛亥己卯丁卯|水土金水土木火木
己未己巳庚寅辛巳|土土土火金木金火
癸巳辛酉丙申辛卯|水火金金火金金木
癸未丁巳己巳壬申|水土火火土火水金
壬戌辛亥己卯丙寅|水土金水土木火木
癸亥丙辰己巳庚午|水水火土土火金火
己酉甲戌丙子壬辰|土金木土火水水土
戊午丙辰庚申乙酉|土火火土金金木金
甲申丁丑壬午癸卯|木金火土水火水木
乙巳辛巳甲戌甲子|木火金火木土木水
庚子戊寅丁酉庚子|金水土木火金金水
丙辰己亥丁亥甲辰|火土土水火水木土
乙巳丙戌庚子壬午|木火火土金水水火
辛酉乙未己丑甲戌|金金木土土土木土
癸卯乙卯甲子辛未|水木木木木水金土
庚申壬午丙子甲午|金金水火火水木火
丁丑壬寅戊戌己未|火土水木土土土土
壬寅庚戌乙亥丁亥|水木金土木水火水
壬寅甲辰庚寅己卯|水木木土金木土木
己未戊辰丙辰壬辰|土土土土火土水土
癸亥庚申甲戌庚午|水水金金木土金火
己亥庚午辛丑乙未|土水金火金土木土
乙巳丙戌丁酉辛丑|木火火土火金金土
庚子戊寅戊辰癸丑|金水土木土土水土
丙辰乙未甲午丁卯|火土木土木火火木
辛亥辛卯戊寅壬戌|金水金木土木水土
丙申辛丑戊戌戊午|火金金土土土土火
壬戌壬子癸卯丁巳|水土水水水木火火
甲辰戊辰乙亥甲申|木土土土木水木金
庚戌己丑戊午壬戌|金土土土土火水土
己卯甲戌辛巳戊戌|土木木土金火土土
辛酉癸巳壬子甲辰|金金水火水水木土
丁未甲辰丁酉庚子|火土木土火金金水
丁丑乙巳癸卯丁巳|火土木火水木火火
甲辰丁丑辛未戊戌|木土火土金土土土
癸卯乙卯甲子乙亥|水木木木木水木水
甲子丙寅己巳甲子|木水火木土火木水
戊子丁巳癸卯壬戌|土水火火水木水土
庚申戊寅甲辰癸酉|金金土木木土水金
甲辰辛未乙未壬午|木土金土木土水火
壬寅辛亥己丑戊辰|水木金水土土土土
甲寅丁卯癸卯癸亥|木木火木水木水水
癸酉癸亥甲寅乙亥|水金水水木木木水
己卯己巳癸未甲寅|土木土火水土木木
乙巳戊子甲午丁卯|木火土水木火火木
己丑甲戌辛卯辛卯|土土木土金木金木
乙丑戊子戊辰癸丑|木土土水土土水土
己丑戊辰己巳辛未|土土土土土火金土
癸亥乙卯癸酉癸丑|水水木木水金水土
己卯癸酉庚戌辛巳|土木水金金土金火
癸亥乙丑丙子癸巳|水水木土火水水火
丙申辛卯己丑丁卯|火金金木土土火木
乙卯丁亥辛丑乙未|木木火水金土木土
壬戌丙午壬午己酉|水土火火水火土金
乙未己卯癸未庚申|木土土木水土金金
乙卯辛巳丁酉癸卯|木木金火火金水木
丙申己亥辛丑戊戌|火金土水金土土土
丁巳壬寅乙酉戊寅|火火水木木金土木
乙丑庚辰乙丑壬午|木土金土木土水火
癸巳乙卯壬申乙巳|水火木木水金木火
壬寅辛亥壬午戊申|水木金水水火土金
乙未丁亥庚寅癸未|木土火水金木水土
己卯戊辰癸卯乙卯|土木土土水木木木
戊辰乙卯乙卯丁丑|土土木木木木火土
乙未己卯癸未壬戌|木土土木水土水土
丁亥癸卯壬寅乙巳|火水水木水木木火
乙丑己丑壬午辛亥|木土土土水火金水
甲戌甲戌丙寅己丑|木土木土火木土土
丁卯甲辰丙辰丙申|火木木土火土火金
